Kiosk,Client Nationality,Month,active_contracts,new_contracts,terminations,prev_active,churn_rate,retention_rate,net_change,kiosk_total,share_of_kiosk
Oasis Mall,Lebanese,2025-11-01,5,0,1,5.0,0.2,0.8,0.0,137,0.0364963503649635
Oasis Mall,Macedonian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Moroccan,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Nigerian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Pakistani,2025-11-01,5,0,0,5.0,0.0,1.0,0.0,137,0.0364963503649635
Oasis Mall,Palestinian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Portuguese,2025-11-01,3,1,0,2.0,0.0,1.0,1.0,137,0.021897810218978103
Oasis Mall,Qatari,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Russian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Saint Kitts And Nevis,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,South African,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,South Korean,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Sri Lankan,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Swiss,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Syrian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Tunisian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Oasis Mall,Turkish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,137,0.014598540145985401
Oasis Mall,Unknown,2025-11-01,13,0,1,14.0,0.07142857142857142,0.9285714285714286,-1.0,137,0.0948905109489051
Oasis Mall,Yemenite,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,137,0.0072992700729927005
Off-Site Sales,American,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,13,0.07692307692307693
Off-Site Sales,Australian,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,13,0.23076923076923078
Off-Site Sales,British,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,13,0.15384615384615385
Off-Site Sales,Filipina,2025-11-01,5,0,0,5.0,0.0,1.0,0.0,13,0.38461538461538464
Off-Site Sales,French,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,13,0.07692307692307693
Off-Site Sales,Syrian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,13,0.07692307692307693
Pavilion,American,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,Argentinean,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,Australian,2025-11-01,1,1,0,0.0,,,1.0,64,0.015625
Pavilion,Azerbaijani,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,Belgian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,British,2025-11-01,12,0,1,13.0,0.07692307692307693,0.9230769230769231,-1.0,64,0.1875
Pavilion,Danish,2025-11-01,2,1,0,1.0,0.0,1.0,1.0,64,0.03125
Pavilion,Dutch,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,Egyptian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,64,0.03125
Pavilion,Filipina,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,64,0.046875
Pavilion,French,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,Greek,2025-11-01,1,1,0,0.0,,,1.0,64,0.015625
Pavilion,Indian,2025-11-01,6,0,0,6.0,0.0,1.0,0.0,64,0.09375
Pavilion,Iraqi,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,Irish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,Italian,2025-11-01,5,1,0,4.0,0.0,1.0,1.0,64,0.078125
Pavilion,Jordanian,2025-11-01,3,1,0,2.0,0.0,1.0,1.0,64,0.046875
Pavilion,Lebanese,2025-11-01,2,1,0,2.0,0.0,1.0,0.0,64,0.03125
Pavilion,New Zealander,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,Pakistani,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,Peruvian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,Russian,2025-11-01,1,1,0,0.0,,,1.0,64,0.015625
Pavilion,Spanish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,Sri Lankan,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,Turkish,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,64,0.046875
Pavilion,UAE,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,64,0.015625
Pavilion,Unknown,2025-11-01,9,3,0,7.0,0.0,1.0,2.0,64,0.140625
Reem Mall,American,2025-11-01,7,0,0,8.0,0.0,1.0,-1.0,227,0.030837004405286344
Reem Mall,Armenian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Australian,2025-11-01,6,0,0,6.0,0.0,1.0,0.0,227,0.02643171806167401
Reem Mall,Belgian,2025-11-01,2,0,1,2.0,0.5,0.5,0.0,227,0.00881057268722467
Reem Mall,Bosnian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Brazilian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,227,0.00881057268722467
Reem Mall,British,2025-11-01,13,3,0,11.0,0.0,1.0,2.0,227,0.05726872246696035
Reem Mall,Canadian,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,227,0.01762114537444934
Reem Mall,Chinese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Cypriot,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Dutch,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Ecuadorean,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Egyptian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,227,0.00881057268722467
Reem Mall,Ethiopian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,227,0.00881057268722467
Reem Mall,Filipina,2025-11-01,67,2,1,65.0,0.015384615384615385,0.9846153846153847,2.0,227,0.29515418502202645
Reem Mall,Finnish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,French,2025-11-01,4,1,0,3.0,0.0,1.0,1.0,227,0.01762114537444934
Reem Mall,Greek,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Indian,2025-11-01,26,2,1,24.0,0.041666666666666664,0.9583333333333334,2.0,227,0.1145374449339207
Reem Mall,Indonesian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Irish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,227,0.00881057268722467
Reem Mall,Italian,2025-11-01,5,0,0,5.0,0.0,1.0,0.0,227,0.022026431718061675
Reem Mall,Jordanian,2025-11-01,13,1,1,13.0,0.07692307692307693,0.9230769230769231,0.0,227,0.05726872246696035
Reem Mall,Kazakhstani,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Lebanese,2025-11-01,10,2,0,8.0,0.0,1.0,2.0,227,0.04405286343612335
Reem Mall,Malaysian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Mauritian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,227,0.00881057268722467
Reem Mall,Nepali,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Pakistani,2025-11-01,1,1,0,2.0,0.0,1.0,-1.0,227,0.004405286343612335
Reem Mall,Palestinian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,227,0.00881057268722467
Reem Mall,Polish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Portuguese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Romanian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Russian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Serbian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Singaporean,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,South African,2025-11-01,5,1,0,4.0,0.0,1.0,1.0,227,0.022026431718061675
Reem Mall,Spanish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,227,0.00881057268722467
Reem Mall,Sudanese,2025-11-01,1,1,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Swiss,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Syrian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Tunisian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,Turkish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,227,0.004405286343612335
Reem Mall,UAE,2025-11-01,3,1,0,2.0,0.0,1.0,1.0,227,0.013215859030837005
Reem Mall,Unknown,2025-11-01,24,2,2,24.0,0.08333333333333333,0.9166666666666666,0.0,227,0.10572687224669604
Sahara Center,Egyptian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,10,0.1
Sahara Center,Filipina,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,10,0.3
Sahara Center,Indian,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,10,0.4
Sahara Center,Senegalese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,10,0.1
Sahara Center,Unknown,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,10,0.1
Shams Boutik,Australian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,19,0.05263157894736842
Shams Boutik,British,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,19,0.21052631578947367
Shams Boutik,Chinese,2025-11-01,2,1,0,1.0,0.0,1.0,1.0,19,0.10526315789473684
Shams Boutik,Dominican,2025-11-01,1,1,0,0.0,,,1.0,19,0.05263157894736842
Shams Boutik,Filipina,2025-11-01,3,2,0,1.0,0.0,1.0,2.0,19,0.15789473684210525
Shams Boutik,French,2025-11-01,2,1,0,1.0,0.0,1.0,1.0,19,0.10526315789473684
Shams Boutik,Indian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,19,0.10526315789473684
Shams Boutik,Irish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,19,0.05263157894736842
Shams Boutik,Lebanese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,19,0.05263157894736842
Shams Boutik,New Zealander,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,19,0.05263157894736842
Shams Boutik,Pakistani,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,19,0.05263157894736842
Sharjah City Center,Filipina,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,9,0.4444444444444444
Sharjah City Center,Indian,2025-11-01,3,0,1,3.0,0.3333333333333333,0.6666666666666667,0.0,9,0.3333333333333333
Sharjah City Center,Iranian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,9,0.1111111111111111
Sharjah City Center,Iraqi,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,9,0.1111111111111111
The Market,Australian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,29,0.034482758620689655
The Market,British,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,29,0.13793103448275862
The Market,Dutch,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,29,0.034482758620689655
The Market,Egyptian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,29,0.06896551724137931
The Market,Filipina,2025-11-01,2,0,0,3.0,0.0,1.0,-1.0,29,0.06896551724137931
The Market,German,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,29,0.034482758620689655
The Market,Greek,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,29,0.034482758620689655
The Market,Indian,2025-11-01,5,0,0,5.0,0.0,1.0,0.0,29,0.1724137931034483
The Market,Iraqi,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,29,0.034482758620689655
The Market,Italian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,29,0.034482758620689655
The Market,Lebanese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,29,0.034482758620689655
The Market,Portuguese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,29,0.034482758620689655
The Market,Russian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,29,0.034482758620689655
The Market,Saint Kitts And Nevis,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,29,0.034482758620689655
The Market,South African,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,29,0.034482758620689655
The Market,Sri Lankan,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,29,0.034482758620689655
The Market,Swedish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,29,0.034482758620689655
The Market,Unknown,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,29,0.10344827586206896
Time Square Center,Egyptian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,10,0.1
Time Square Center,French,2025-11-01,2,0,0,4.0,0.0,1.0,-2.0,10,0.2
Time Square Center,Indian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,10,0.2
Time Square Center,Russian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,10,0.1
Time Square Center,Unknown,2025-11-01,4,1,0,3.0,0.0,1.0,1.0,10,0.4
World Trade Center 3,Filipina,2025-11-01,2,0,1,2.0,0.5,0.5,0.0,9,0.2222222222222222
World Trade Center 3,Indian,2025-11-01,4,3,0,1.0,0.0,1.0,3.0,9,0.4444444444444444
World Trade Center 3,Spanish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,9,0.1111111111111111
World Trade Center 3,UAE,2025-11-01,1,1,0,0.0,,,1.0,9,0.1111111111111111
World Trade Center 3,Unknown,2025-11-01,1,1,0,1.0,0.0,1.0,0.0,9,0.1111111111111111
Yalayis,Canadian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,3,0.3333333333333333
Yalayis,Indian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,3,0.3333333333333333
Yalayis,Lebanese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,3,0.3333333333333333
Yas Mall,American,2025-11-01,4,1,0,5.0,0.0,1.0,-1.0,251,0.01593625498007968
Yas Mall,Argentinean,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,251,0.00796812749003984
Yas Mall,Australian,2025-11-01,7,1,0,6.0,0.0,1.0,1.0,251,0.027888446215139442
Yas Mall,Austrian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Belgian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,251,0.00796812749003984
Yas Mall,Belizean,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Brazilian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,251,0.00796812749003984
Yas Mall,British,2025-11-01,48,1,2,48.0,0.041666666666666664,0.9583333333333334,0.0,251,0.19123505976095617
Yas Mall,Canadian,2025-11-01,13,0,0,13.0,0.0,1.0,0.0,251,0.05179282868525897
Yas Mall,Dutch,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Egyptian,2025-11-01,8,0,0,8.0,0.0,1.0,0.0,251,0.03187250996015936
Yas Mall,Filipina,2025-11-01,30,0,0,31.0,0.0,1.0,-1.0,251,0.11952191235059761
Yas Mall,Finnish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,251,0.00796812749003984
Yas Mall,French,2025-11-01,12,0,1,12.0,0.08333333333333333,0.9166666666666666,0.0,251,0.04780876494023904
Yas Mall,German,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,251,0.00796812749003984
Yas Mall,Greek,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,251,0.01195219123505976
Yas Mall,Indian,2025-11-01,16,1,0,15.0,0.0,1.0,1.0,251,0.06374501992031872
Yas Mall,Indonesian,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,251,0.01593625498007968
Yas Mall,Iraqi,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Irish,2025-11-01,4,0,0,5.0,0.0,1.0,-1.0,251,0.01593625498007968
Yas Mall,Italian,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,251,0.01195219123505976
Yas Mall,Jordanian,2025-11-01,8,2,0,6.0,0.0,1.0,2.0,251,0.03187250996015936
Yas Mall,Kazakhstani,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Lebanese,2025-11-01,5,1,0,4.0,0.0,1.0,1.0,251,0.0199203187250996
Yas Mall,Libyan,2025-11-01,2,0,1,2.0,0.5,0.5,0.0,251,0.00796812749003984
Yas Mall,Macedonian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Malaysian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,251,0.00796812749003984
Yas Mall,Malian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Mexican,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Moroccan,2025-11-01,1,0,0,2.0,0.0,1.0,-1.0,251,0.00398406374501992
Yas Mall,Pakistani,2025-11-01,4,0,0,4.0,0.0,1.0,0.0,251,0.01593625498007968
Yas Mall,Palestinian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Panamanian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Portuguese,2025-11-01,3,0,0,3.0,0.0,1.0,0.0,251,0.01195219123505976
Yas Mall,Romanian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Russian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,251,0.00796812749003984
Yas Mall,Serbian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Seychellois,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Singaporean,2025-11-01,2,1,0,1.0,0.0,1.0,1.0,251,0.00796812749003984
Yas Mall,South African,2025-11-01,7,0,0,7.0,0.0,1.0,0.0,251,0.027888446215139442
Yas Mall,South Korean,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Spanish,2025-11-01,5,0,0,5.0,0.0,1.0,0.0,251,0.0199203187250996
Yas Mall,Sri Lankan,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Swedish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,251,0.00796812749003984
Yas Mall,Swiss,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Syrian,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,251,0.00796812749003984
Yas Mall,Turkish,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,251,0.00796812749003984
Yas Mall,Ugandan,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall,Unknown,2025-11-01,24,1,1,27.0,0.037037037037037035,0.962962962962963,-3.0,251,0.09561752988047809
Yas Mall,Zimbabwean,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,251,0.00398406374501992
Yas Mall 2,American,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,7,0.14285714285714285
Yas Mall 2,British,2025-11-01,2,1,0,1.0,0.0,1.0,1.0,7,0.2857142857142857
Yas Mall 2,French,2025-11-01,2,0,0,2.0,0.0,1.0,0.0,7,0.2857142857142857
Yas Mall 2,South African,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,7,0.14285714285714285
Yas Mall 2,UAE,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,7,0.14285714285714285
Zahraa,Congolese,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,11,0.09090909090909091
Zahraa,Croatian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,11,0.09090909090909091
Zahraa,Egyptian,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,11,0.09090909090909091
Zahraa,French,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,11,0.09090909090909091
Zahraa,Irish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,11,0.09090909090909091
Zahraa,Jordanian,2025-11-01,1,0,0,2.0,0.0,1.0,-1.0,11,0.09090909090909091
Zahraa,Lebanese,2025-11-01,2,0,1,2.0,0.5,0.5,0.0,11,0.18181818181818182
Zahraa,Spanish,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,11,0.09090909090909091
Zahraa,Unknown,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,11,0.09090909090909091
Zahraa,Uruguayan,2025-11-01,1,0,0,1.0,0.0,1.0,0.0,11,0.09090909090909091
